full_text,text_clean,class,tokens,lemma
Anies Baswedan Singgung Soal Ketiadaan Oposisi Bikin Pembuatan Undang-Undang Tanpa Proses Demokratis https://t.co/PvgJT8WvEg #TempoNasional,baswedan singgung soal tiada oposisi buat buat undang undang proses demokratis,0,"['baswedan', 'singgung', 'soal', 'tiada', 'oposisi', 'buat', 'buat', 'undang', 'undang', 'proses', 'demokratis']",baswedan singgung soal tiada oposisi buat buat undang undang proses demokratis
Gagasan Prabowo Gibran Diklaim Anies - Imin. Oleh: Hariqo Satria*  Tim Anies Imin mengirim rilis pers ke banyak media nasional dan lokal  dan diberitakan  isinya:  Juru Bicara Timnas Anies Imin  Indra Charismiadji menyebut pembagian susu dan makan siang yang menjadi program… https://t.co/kgORWwAHJh,gagas gibran klaim imin hariqo satria imin kirim rilis pers media nasional lokal berita isi juru bicara timnas imin indra charismiadji sebut bagi susu makan siang jadi program,0,"['gagas', 'gibran', 'klaim', 'imin', 'hariqo', 'satria', 'imin', 'kirim', 'rilis', 'pers', 'media', 'nasional', 'lokal', 'berita', 'isi', 'juru', 'bicara', 'timnas', 'imin', 'indra', 'charismiadji', 'sebut', 'bagi', 'susu', 'makan', 'siang', 'jadi', 'program']",gagas gibran klaim imin hariqo satria imin kirim rilis pers media nasional lokal berita isi juru bicara timnas imin indra charismiadji sebut susu makan siang program
Kalo dulu Anies gak dimusuhi oleh Jokowi  sapa juga yg mau dukung dia yg notabene pernah jadi timsesnya Jokowi! Bagus dukun AHY aja dulu.  Betul gak ?  Awokwokwok 😂🔨 https://t.co/oTckIO4OiB,musuh sapa dukung notabene jadi timsesnya bagus dukun betul awokwokwok,0,"['musuh', 'sapa', 'dukung', 'notabene', 'jadi', 'timsesnya', 'bagus', 'dukun', 'betul', 'awokwokwok']",musuh sapa dukung notabene timsesnya bagus dukun betul awokwokwok
@rahmimimi Saya berpendapat bahwa pemilik akun ini sebenarnya ingin menunjukkan terobosan pak Anies  tapi dengan cara melempar umpan seperti ini.,dapat milik akun tunjuk terobos cara lempar umpan,0,"['dapat', 'milik', 'akun', 'tunjuk', 'terobos', 'cara', 'lempar', 'umpan']",milik akun tunjuk terobos cara lempar umpan
Debat Capres: Anies Baswedan Pilih Selesaikan Masalah di Jakarta Ketimbang Pindahkan Ibu Kota ke IKN https://t.co/YrclOizSLc #TempoMetro,debat capres baswedan pilih selesai masalah jakarta ketimbang pindah kota,0,"['debat', 'capres', 'baswedan', 'pilih', 'selesai', 'masalah', 'jakarta', 'ketimbang', 'pindah', 'kota']",debat capres baswedan pilih selesai masalah jakarta ketimbang pindah kota
:: Tolong simpan video ini utk bahan nanti dlm menagih janji pada Presiden Anies Rasyid Baswedan. Tuntut beliau utk menepati janjinya.  #DebatCapresAniesHebat  •• https://t.co/LIljV81sMo,simpan video bahan tagih janji presiden rasyid baswedan tuntut beliau tepat janji,0,"['simpan', 'video', 'bahan', 'tagih', 'janji', 'presiden', 'rasyid', 'baswedan', 'tuntut', 'beliau', 'tepat', 'janji']",simpan video bahan tagih janji presiden rasyid baswedan tuntut beliau tepat janji
Gemuruh perubahan di GOR PEKANBARU SATUKAN TEKAD PERUBAHAN ADIL DAN MAKMUR UNTUK SEMUA @aniesbaswedan @cakimiNOW https://t.co/4HOXh56VNj,gemuruh ubah pekanbaru satu tekad ubah adil makmur,0,"['gemuruh', 'ubah', 'pekanbaru', 'satu', 'tekad', 'ubah', 'adil', 'makmur']",gemuruh ubah pekanbaru satu tekad ubah adil makmur
"Anies Beberkan Fakta Rumah Ibadah Tumbuh Pesat Ketika Menjabat Gubernur DKI Jakarta  Ketika bertugas di Jakarta ada begitu banyak izin-izin gereja yang mandek 20 tahun 30 tahun tuntas dibereskan  sebelumnya antri dan tidak pernah selesai"" ~@aniesbaswedan  https://t.co/NSPaKoYoaC""",kan fakta rumah ibadah tumbuh pesat jabat gubernur jakarta tugas jakarta izin izin gereja mandek tahun tahun tuntas beres antri selesai,0,"['kan', 'fakta', 'rumah', 'ibadah', 'tumbuh', 'pesat', 'jabat', 'gubernur', 'jakarta', 'tugas', 'jakarta', 'izin', 'izin', 'gereja', 'mandek', 'tahun', 'tahun', 'tuntas', 'beres', 'antri', 'selesai']",kan fakta rumah ibadah tumbuh pesat jabat gubernur jakarta tugas jakarta izin izin gereja mandek tahun tahun tuntas beres antri selesai
BIKIN NGERI...  SOROTI GAYA DEBAT PRABOWO  LOYALIS ANIES  MENGERIKAN SEKALI LIHATNYA....‼️  #AniesJuaraDebatCapres #AniesJuaraDebatCapres 🆘🆗 https://t.co/E26bgK06lS,buat ngeri sorot gaya debat loyalis keri lihat,0,"['buat', 'ngeri', 'sorot', 'gaya', 'debat', 'loyalis', 'keri', 'lihat']",buat ngeri sorot gaya debat loyalis keri lihat
Iyak . Jadi klu mau fair yg memanfaatkan Anies itu Prabowo bukan sebaliknya,iyak jadi fair manfaat,0,"['iyak', 'jadi', 'fair', 'manfaat']",iyak fair manfaat
Cek Fakta: Anies Baswedan Berikan Izin Gereja yang Mandek Selama 40 Tahun  Benarkah?  #AMINAjaDulu #AniesMuhaimin2024 https://t.co/lF9KPRfTPG,fakta baswedan ikan izin gereja mandek tahun benar,0,"['fakta', 'baswedan', 'ikan', 'izin', 'gereja', 'mandek', 'tahun', 'benar']",fakta baswedan ikan izin gereja mandek tahun benar
Prabowo: Saya Tidak Takut Tidak Punya Jabatan Mas Anies  Sorry Yee https://t.co/J6HUnYtbhm,takut punya jabat maaf,0,"['takut', 'punya', 'jabat', 'maaf']",takut punya jabat maaf
Anies menyebut anggaran besar ratusan triliun untuk IKN bisa digunakan untuk membangun jalan yang efek ekonominya lebih merata untuk masyarakat. https://t.co/EPsb8kN80c,sebut anggar besar ratus triliun guna bangun jalan efek ekonomi rata masyarakat,0,"['sebut', 'anggar', 'besar', 'ratus', 'triliun', 'guna', 'bangun', 'jalan', 'efek', 'ekonomi', 'rata', 'masyarakat']",sebut anggar besar ratus triliun bangun jalan efek ekonomi rata masyarakat
Kok kena ulti mulu sih pak wowo sama mas Anies  perlu belajar banyak sama mas Anies nih pak wowo 🤣😝 https://t.co/VrgAVrf2RV,kena ulti terus wowo perlu ajar wowo,0,"['kena', 'ulti', 'terus', 'wowo', 'perlu', 'ajar', 'wowo']",kena ulti terus wowo perlu ajar wowo
Berikut Hasil Jajak Pendapat Litbang Kompas atas Debat Capres Perdana  https://t.co/wIm381O30L  Anies Baswedan : 37 9% Ganjar P : 22 6% Prabowo S : 21 8%  Tidak Tahu : 17 7% #AMINAjaDulu  Pak Anies yg terbaik. Pilih yg terbaik. IndonesiaForever,ikut hasil jajak dapat teliti kembang kompas atas debat capres perdana baswedan tahu baik pilih baik indonesiaforever,0,"['ikut', 'hasil', 'jajak', 'dapat', 'teliti', 'kembang', 'kompas', 'atas', 'debat', 'capres', 'perdana', 'baswedan', 'tahu', 'baik', 'pilih', 'baik', 'indonesiaforever']",ikut hasil jajak teliti kembang kompas atas debat capres perdana baswedan tahu baik pilih baik indonesiaforever
hasil debat capres tadi malam 🔥✅  1️⃣ Anies 2️⃣ Prabowo 3️⃣ Ganjar #DebatCapres #DebatCapres2023 #AniesPresiden2024 #PrabowoJagoDebat #GanjarPranowo https://t.co/ze1K7HJocJ,hasil debat capres malam,0,"['hasil', 'debat', 'capres', 'malam']",hasil debat capres malam
Setelah debat capres  hasil polling ILC dg voters lebih 50 ribu orang  Anies unggul 77%  Ganjar 14% dan Prabowo 9%. https://t.co/LM2dQgXv55,debat capres hasil polling voters ribu orang unggul,0,"['debat', 'capres', 'hasil', 'polling', 'voters', 'ribu', 'orang', 'unggul']",debat capres hasil polling voters ribu orang unggul
@KompasTV Opposisi vs Opposisi.   Yang menang Anies 😀😀😀 https://t.co/TVIBOrd1b1,opposisi opposisi menang,0,"['opposisi', 'opposisi', 'menang']",opposisi opposisi menang
@msaid_didu Lebih parah lg  orang lg ngobrol diledek lidah melet2 ke pak Anies https://t.co/4BvkO38MgG,parah orang ngobrol ledek lidah melet,0,"['parah', 'orang', 'ngobrol', 'ledek', 'lidah', 'melet']",parah orang ngobrol ledek lidah melet
Karena dulu Jokowi vs Prabowo sy pilih Prabowo   But now Anies Vs Prabowo I pilih.. https://t.co/rm47sK91DE,pilih saya pilih,0,"['pilih', 'saya', 'pilih']",pilih pilih
Jadi inget pas anies jadi gubernur jakarta. Mendadak jakarta jadi afghanistan  dan staff kantor ibukota diganti jadi pks dan taliban,jadi inget jadi gubernur jakarta dadak jakarta jadi afghanistan staff kantor ibukota ganti jadi talib,0,"['jadi', 'inget', 'jadi', 'gubernur', 'jakarta', 'dadak', 'jakarta', 'jadi', 'afghanistan', 'staff', 'kantor', 'ibukota', 'ganti', 'jadi', 'talib']",inget gubernur jakarta dadak jakarta afghanistan staff kantor ibukota ganti talib
Mas @aniesbaswedan geram dengan fenomena orang dalam. Kalau di biarkan bisa menjadi dinasti politik melanggengkn kekuasaan dan hilangnya MERITOKRASI kepemimpinan yg profesional. Jngan sampai menjadi negara kekuasaan tapi kembali menjadi negara hukum yg adil dan makmur untuk semua https://t.co/3AT5sxRap4,geram fenomena orang biar jadi dinasti politik melanggengkn kuasa hilang meritokrasi pimpin profesional jngan jadi negara kuasa jadi negara hukum adil makmur,0,"['geram', 'fenomena', 'orang', 'biar', 'jadi', 'dinasti', 'politik', 'melanggengkn', 'kuasa', 'hilang', 'meritokrasi', 'pimpin', 'profesional', 'jngan', 'jadi', 'negara', 'kuasa', 'jadi', 'negara', 'hukum', 'adil', 'makmur']",geram fenomena orang biar dinasti politik melanggengkn kuasa hilang meritokrasi pimpin profesional jngan negara kuasa negara hukum adil makmur
CAPRES RASA JUBIRNYA  JOKOWI.  Ganjar &amp; Anies membahas Kinerja mereka dalam membangun Daerahnya.  Ehh... Prabowo masih aja betah jd Menhan Pembantu Presiden. Jubir Jokowi.   😂😂😝 https://t.co/sEFyEsaRUK,capres rasa jubirnya bahas kerja bangun daerah betah jadi menhan bantu presiden juru bicara,0,"['capres', 'rasa', 'jubirnya', 'bahas', 'kerja', 'bangun', 'daerah', 'betah', 'jadi', 'menhan', 'bantu', 'presiden', 'juru', 'bicara']",capres rasa jubirnya bahas kerja bangun daerah betah menhan bantu presiden juru bicara
Gaspolll Pekanbaru @aniesbaswedan di Pekanbaru https://t.co/HUTVz0K6Pz,gaspolll pekanbaru pekanbaru,0,"['gaspolll', 'pekanbaru', 'pekanbaru']",gaspolll pekanbaru pekanbaru
Itu di 4:30:29 - 4:30:50 komentar Prabowo tentang MK patut untuk ditelaah lebih dalam. Nampaknya Prabowo mengetahui sesuatu? #Hensat #sosdemokrasi #savedemokrasi   https://t.co/UK4TPgVNGf,komentar patut telaah nampaknya tahu,0,"['komentar', 'patut', 'telaah', 'nampaknya', 'tahu']",komentar patut telaah nampaknya tahu
hanya orang yg punya etika dan moral yg PANTAS bicara etika/moral.jangan prnh tanya ke @aniesbaswedan  krn dia sendiri bingung dgn etika serta moralnya.  Lebih baik tanya sama ANGIN..Kok angin tahu?krn Anies slalu menikmati aroma angin. Silahkan hubngin Angin sesuai alamat brikut https://t.co/22O9rLtTyU,orang punya etika moral bicara etika moral pernah tanya bingung etika moral baik tanya angin angin tahu slalu nikmat aroma angin silah hubngin angin sesuai alamat brikut,0,"['orang', 'punya', 'etika', 'moral', 'bicara', 'etika', 'moral', 'pernah', 'tanya', 'bingung', 'etika', 'moral', 'baik', 'tanya', 'angin', 'angin', 'tahu', 'slalu', 'nikmat', 'aroma', 'angin', 'silah', 'hubngin', 'angin', 'sesuai', 'alamat', 'brikut']",orang punya etika moral bicara etika moral pernah tanya bingung etika moral baik tanya angin angin tahu slalu nikmat aroma angin silah hubngin angin sesuai alamat brikut
"Jubir AMIN: Anies Bukan Tolak IKN  tapi Menyempurnakan  Anies itu bukan menolak IKN  menyempurnakan  ya kan? Nggak ada dia bilang nolak  evaluasi iya  oke IKN produk UU  UU boleh nggak direvisi? Ya sudah "" kata Bestari.  &gt;&gt; https://t.co/rxLaKO7Xdo  #detikPemilu #WaktunyaMilih""",juru bicara amin tolak sempurna tolak sempurna bilang nolak evaluasi produk revisi kata bestari begitu,0,"['juru', 'bicara', 'amin', 'tolak', 'sempurna', 'tolak', 'sempurna', 'bilang', 'nolak', 'evaluasi', 'produk', 'revisi', 'kata', 'bestari', 'begitu']",juru bicara amin tolak sempurna tolak sempurna bilang nolak evaluasi produk revisi kata bestari
Lihat ekspresi mukanya Prabowo ketika kena Counter Pak Anies Baswedan 😁😁  Pantaskah Calon Pemimpin Seperti ini ⁉️  Silahkan rakyat menilai. https://t.co/yWzvAGgkgQ,lihat ekspresi muka kena counter baswedan pantas calon pimpin silah rakyat nilai,0,"['lihat', 'ekspresi', 'muka', 'kena', 'counter', 'baswedan', 'pantas', 'calon', 'pimpin', 'silah', 'rakyat', 'nilai']",lihat ekspresi muka kena counter baswedan pantas calon pimpin silah rakyat nilai
kita mulai dri Bpk Anies Baswedan https://t.co/yZcEXOr5DO,mulai bapak baswedan,0,"['mulai', 'bapak', 'baswedan']",mulai bapak baswedan
Berhubung saya pendukung AMIN  saya share ini aja ya  setuju gak ? 😁  Tim AMIN Klaim Debat Perdana Untungkan Anies-Muhaimin: Sangat Kontekstual dan Relevan https://t.co/Sbn79ChR2U,hubung dukung amin share tuju amin klaim debat perdana untung muhaimin kontekstual relevan,0,"['hubung', 'dukung', 'amin', 'share', 'tuju', 'amin', 'klaim', 'debat', 'perdana', 'untung', 'muhaimin', 'kontekstual', 'relevan']",hubung dukung amin share tuju amin klaim debat perdana untung muhaimin kontekstual relevan
Calon Presiden Anies Baswedan menyinggung lawannya di Pilpres 2024  Prabowo Subianto  soal keputusan masuk Pemerintah Presiden Joko Widodo atau Jokowi.  @aniesbaswedan menyinggung kepentingan bisnis Ketua Umum Partai Gerindra itu.    #TempoHeadliner #DebatCapres #Anies https://t.co/QW99AG3e11,calon presiden baswedan singgung lawan pilpres soal putus masuk perintah presiden joko widodo singgung penting bisnis ketua umum partai gerindra,0,"['calon', 'presiden', 'baswedan', 'singgung', 'lawan', 'pilpres', 'soal', 'putus', 'masuk', 'perintah', 'presiden', 'joko', 'widodo', 'singgung', 'penting', 'bisnis', 'ketua', 'umum', 'partai', 'gerindra']",calon presiden baswedan singgung lawan pilpres soal putus masuk perintah presiden joko widodo singgung penting bisnis ketua umum partai gerindra
HASIL SURVEY DEBAT CAPRES CAWAPRES 2024  1 Anies B   ; Wan Muter gangsing  VS  2 Prabowo; Paling Beretika  Berhasil Menangkis Pertanyaan Jebakan  VS  3 Ganjar   ; Penuh Retorika  Blunder   Menonjolkan Curhat sembunyikan watak khilafah yg ganas   #PrabowoGibran2024 https://t.co/8hOFR4QupY,hasil survey debat capres cawapres bahasa muter gangsing etika hasil tangkis tanya jebak penuh retorika blunder tonjol curhat sembunyi watak khilafah ganas,0,"['hasil', 'survey', 'debat', 'capres', 'cawapres', 'bahasa', 'muter', 'gangsing', 'etika', 'hasil', 'tangkis', 'tanya', 'jebak', 'penuh', 'retorika', 'blunder', 'tonjol', 'curhat', 'sembunyi', 'watak', 'khilafah', 'ganas']",hasil survey debat capres cawapres bahasa muter gangsing etika hasil tangkis tanya jebak penuh retorika blunder tonjol curhat sembunyi watak khilafah ganas
"BREAKING NEWS : PENGUMUMAN   Tim Ijtima' Ulama Mengumumkan kepada Seluruh Peserta Ijtima' Ulama &amp; Masyarakat Luas Bahwa Pasangan Capres ~ Cawapres :   ANIES BASWEDAN ~ MUHAIMIN ISKANDAR""   Telah Menanda~Tangani Pakta Integritas Hasil Ijtima' Ulama &amp; Tokoh Nasional Tahun 2023. https://t.co/QFqTJPe8XF""",breaking news umum ijtima ulama umum serta ijtima ulama masyarakat luas pasang capres cawapres baswedan muhaimin iskandar tanda tangan pakta integritas hasil ijtima ulama tokoh nasional tahun,0,"['breaking', 'news', 'umum', 'ijtima', 'ulama', 'umum', 'serta', 'ijtima', 'ulama', 'masyarakat', 'luas', 'pasang', 'capres', 'cawapres', 'baswedan', 'muhaimin', 'iskandar', 'tanda', 'tangan', 'pakta', 'integritas', 'hasil', 'ijtima', 'ulama', 'tokoh', 'nasional', 'tahun']",breaking news umum ijtima ulama umum ijtima ulama masyarakat luas pasang capres cawapres baswedan muhaimin iskandar tanda tangan pakta integritas hasil ijtima ulama tokoh nasional tahun
Hasil Polling Ketua DPP PSI @sigitwid  : Setelah Debat  Anies-Muhaimin Mendapat Dukungan Luas 76% Netizen https://t.co/oBicTrSHxD https://t.co/IoYvPADI4T,hasil polling ketua debat muhaimin dapat dukung luas netizen,0,"['hasil', 'polling', 'ketua', 'debat', 'muhaimin', 'dapat', 'dukung', 'luas', 'netizen']",hasil polling ketua debat muhaimin dukung luas netizen
Alam Ganjar 👏 https://t.co/nga2BSYq02,alam,0,['alam'],alam
Analisa #DebatCapres by RG Untuk Anies Prabowo Ganjar https://t.co/5r18YdpDAP,analisa,0,['analisa'],analisa
"HOTROOM: DEBAT PERDANA 1  2 3 SIAPA JUARA Feri Amsari: 8 5 Anies  7 5 Ganjar dan 5 Prabowo Hotman Paris: Waduuuh parah banget..."".  😂😂😂 https://t.co/bWbnD7mrn8""",hotroom debat perdana juara feri amsari hotman paris waduuuh parah banget,0,"['hotroom', 'debat', 'perdana', 'juara', 'feri', 'amsari', 'hotman', 'paris', 'waduuuh', 'parah', 'banget']",hotroom debat perdana juara feri amsari hotman paris waduuuh parah banget
Kenapa kemaren Prabroro gak nyerang Ganjar dengan isu Wadas ?  Karena Ganjar udah siap jawaban kalo Wadas itu proyek strategis nasional. Kepala proyeknya adalah Jokowi. Ganjar sebagai Gub Jateng hanya mengawal proyek Wadas sampe selesai.  Dan menyerang Wadas sama dengan nyerang…,kemarin prabroro serang wadas siap jawab wadas proyek strategis nasional kepala proyek jateng awal proyek wadas selesai serang wadas serang,0,"['kemarin', 'prabroro', 'serang', 'wadas', 'siap', 'jawab', 'wadas', 'proyek', 'strategis', 'nasional', 'kepala', 'proyek', 'jateng', 'awal', 'proyek', 'wadas', 'selesai', 'serang', 'wadas', 'serang']",kemarin prabroro serang wadas siap jawab wadas proyek strategis nasional kepala proyek jateng awal proyek wadas selesai serang wadas serang
Ketua TPN Ganjar Mahfud  menargetkan menang satu putaran dengan perolehan suara 54 persen di pemilu 14 Februari 2024 mendatang.  “Kita mempunyai target tetap kita harus optimis menang 54 persen  menang”   MERDEKA!!! ✊🏻 @ArsjadRasjid https://t.co/9N71js7FpF,ketua mahfud target menang satu putar oleh suara persen milu februari datang punya target tetap optimis menang persen menang merdeka,0,"['ketua', 'mahfud', 'target', 'menang', 'satu', 'putar', 'oleh', 'suara', 'persen', 'milu', 'februari', 'datang', 'punya', 'target', 'tetap', 'optimis', 'menang', 'persen', 'menang', 'merdeka']",ketua mahfud target menang satu putar suara persen milu februari datang punya target tetap optimis menang persen menang merdeka
Iseng ngecek wiki  Anies &amp; Ganjar umurnya cuma beda setahun yak?? Lulusnya jg bareng... penasaran Kagama angkatan2 mereka leaning ke siapa 🫣,iseng ngecek wiki umur beda tahun lulus bareng penasaran kagama angkat leaning,0,"['iseng', 'ngecek', 'wiki', 'umur', 'beda', 'tahun', 'lulus', 'bareng', 'penasaran', 'kagama', 'angkat', 'leaning']",iseng ngecek wiki umur beda tahun lulus bareng penasaran kagama angkat leaning
Alam Ganjar komentari debat ayahnya  sesuai yang aku ajarin semalam ha ha ha https://t.co/waN7yRV3we,alam komentar debat ayah sesuai ajarin malam tertawa tertawa tertawa,0,"['alam', 'komentar', 'debat', 'ayah', 'sesuai', 'ajarin', 'malam', 'tertawa', 'tertawa', 'tertawa']",alam komentar debat ayah sesuai ajarin malam tertawa tertawa tertawa
